timestamp,open,high,low,close,volume
2026-01-04 18:00:00,25431.75,25463.25,25406.5,25459.25,5802
2026-01-04 18:30:00,25459.0,25461.75,25417.5,25457.0,3919
2026-01-04 19:00:00,25459.25,25479.5,25448.25,25469.25,3956
2026-01-04 19:30:00,25470.0,25472.5,25434.75,25466.75,2657
2026-01-04 20:00:00,25467.0,25487.5,25450.0,25468.75,4007
2026-01-04 20:30:00,25468.5,25486.0,25452.0,25458.25,2785
2026-01-04 21:00:00,25459.25,25483.25,25459.0,25466.25,1692
2026-01-04 21:30:00,25466.75,25480.0,25452.25,25474.0,1608
2026-01-04 22:00:00,25474.25,25482.75,25467.25,25474.75,1201
2026-01-04 22:30:00,25473.5,25473.75,25457.5,25464.0,1029
2026-01-04 23:00:00,25463.75,25472.5,25457.75,25462.5,948
2026-01-04 23:30:00,25462.25,25491.75,25461.0,25487.5,1453
2026-01-05 00:00:00,25488.0,25488.5,25465.5,25479.0,1402
2026-01-05 00:30:00,25479.75,25497.0,25475.25,25495.25,1270
2026-01-05 01:00:00,25494.5,25504.25,25478.0,25479.25,1672
2026-01-05 01:30:00,25479.75,25507.25,25468.75,25506.25,1593
2026-01-05 02:00:00,25506.25,25509.0,25460.25,25471.25,1993
2026-01-05 02:30:00,25470.25,25483.5,25455.0,25478.0,1690
2026-01-05 03:00:00,25478.0,25556.75,25467.75,25537.5,5078
2026-01-05 03:30:00,25536.5,25544.75,25507.5,25512.0,2586
2026-01-05 04:00:00,25511.25,25532.25,25495.75,25499.5,2481
2026-01-05 04:30:00,25498.0,25524.5,25496.0,25512.0,1731
2026-01-05 05:00:00,25512.25,25555.0,25511.25,25544.25,2147
2026-01-05 05:30:00,25544.5,25559.0,25534.0,25553.75,1760
2026-01-05 06:00:00,25554.25,25567.75,25544.0,25548.5,1762
2026-01-05 06:30:00,25548.25,25577.0,25548.0,25567.5,2067
2026-01-05 07:00:00,25567.5,25588.25,25557.5,25559.5,2419
2026-01-05 07:30:00,25560.0,25572.25,25544.5,25557.25,2681
2026-01-05 08:00:00,25558.25,25572.25,25520.25,25537.5,4591
2026-01-05 08:30:00,25537.75,25592.75,25537.75,25576.0,5888
2026-01-05 09:00:00,25576.0,25647.0,25575.5,25642.75,13610
2026-01-05 09:30:00,25642.5,25672.5,25538.5,25599.75,86447
2026-01-05 10:00:00,25593.25,25683.75,25566.0,25673.0,42745
2026-01-05 10:30:00,25674.25,25690.5,25637.0,25665.0,29251
2026-01-05 11:00:00,25665.25,25696.75,25651.25,25683.5,22950
2026-01-05 11:30:00,25683.25,25708.0,25657.0,25658.25,21891
2026-01-05 12:00:00,25659.0,25673.5,25615.25,25629.25,24163
2026-01-05 12:30:00,25629.5,25635.0,25607.5,25626.75,17439
2026-01-05 13:00:00,25627.0,25632.25,25557.0,25605.25,23242
2026-01-05 13:30:00,25605.25,25625.5,25589.0,25612.75,13390
2026-01-05 14:00:00,25612.75,25618.75,25584.0,25585.5,11653
2026-01-05 14:30:00,25585.5,25591.25,25549.5,25577.5,19121
2026-01-05 15:00:00,25577.0,25605.25,25565.0,25600.5,13607
2026-01-05 15:30:00,25600.5,25613.0,25566.0,25586.75,29264
2026-01-05 16:00:00,25587.0,25590.75,25573.25,25584.5,7749
2026-01-05 16:30:00,25585.25,25588.5,25576.25,25578.25,1571
2026-01-05 18:00:00,25583.0,25598.75,25577.75,25587.5,1780
2026-01-05 18:30:00,25587.75,25588.0,25560.75,25565.5,2080
2026-01-05 19:00:00,25566.0,25582.25,25554.25,25572.25,2397
2026-01-05 19:30:00,25571.75,25574.25,25552.25,25563.25,1690
2026-01-05 20:00:00,25563.5,25598.5,25555.25,25594.25,2473
2026-01-05 20:30:00,25593.25,25602.75,25590.75,25597.5,1425
2026-01-05 21:00:00,25598.0,25608.0,25592.25,25603.5,1332
2026-01-05 21:30:00,25604.0,25625.5,25600.75,25623.5,1494
2026-01-05 22:00:00,25623.75,25629.25,25620.5,25622.25,930
2026-01-05 22:30:00,25623.0,25627.25,25616.0,25620.25,962
2026-01-05 23:00:00,25620.75,25640.75,25620.5,25640.5,1338
2026-01-05 23:30:00,25640.75,25648.0,25632.5,25646.25,1924
2026-01-06 00:00:00,25647.0,25653.25,25640.5,25647.5,984
2026-01-06 00:30:00,25647.75,25650.5,25638.5,25642.75,744
2026-01-06 01:00:00,25643.0,25668.0,25641.75,25661.0,1520
2026-01-06 01:30:00,25661.75,25674.25,25660.5,25668.25,1067
2026-01-06 02:00:00,25669.5,25670.0,25649.25,25653.0,1005
2026-01-06 02:30:00,25653.0,25657.75,25642.25,25646.75,908
2026-01-06 03:00:00,25647.5,25647.75,25546.75,25554.5,6006
2026-01-06 03:30:00,25553.75,25578.25,25527.5,25572.25,4941
2026-01-06 04:00:00,25572.5,25587.5,25557.0,25572.0,2976
2026-01-06 04:30:00,25569.5,25608.0,25564.25,25586.75,2773
2026-01-06 05:00:00,25585.5,25591.5,25571.75,25580.25,1383
2026-01-06 05:30:00,25578.25,25597.0,25577.0,25592.0,1146
2026-01-06 06:00:00,25593.5,25605.25,25590.25,25592.0,1445
2026-01-06 06:30:00,25592.5,25610.25,25590.5,25596.75,1664
2026-01-06 07:00:00,25596.0,25617.25,25591.5,25616.0,1749
2026-01-06 07:30:00,25615.5,25649.0,25611.5,25641.25,3141
2026-01-06 08:00:00,25640.25,25650.5,25619.75,25625.0,3675
2026-01-06 08:30:00,25624.0,25637.25,25590.5,25616.5,4921
2026-01-06 09:00:00,25616.75,25638.5,25592.5,25635.75,8142
2026-01-06 09:30:00,25636.0,25761.25,25608.0,25753.0,76939
2026-01-06 10:00:00,25753.0,25779.0,25726.5,25772.25,39893
2026-01-06 10:30:00,25771.5,25773.0,25673.0,25687.5,38298
2026-01-06 11:00:00,25687.0,25707.75,25639.25,25676.25,36996
2026-01-06 11:30:00,25676.75,25701.0,25658.75,25695.5,24543
2026-01-06 12:00:00,25696.0,25744.0,25674.5,25735.0,21266
2026-01-06 12:30:00,25735.5,25785.5,25734.25,25760.25,22223
2026-01-06 13:00:00,25759.75,25780.75,25745.0,25759.5,13929
2026-01-06 13:30:00,25759.75,25805.75,25750.0,25804.75,18116
2026-01-06 14:00:00,25805.0,25814.5,25794.0,25809.0,13630
2026-01-06 14:30:00,25809.0,25821.0,25806.0,25807.75,10908
2026-01-06 15:00:00,25807.75,25824.0,25801.25,25810.5,12027
2026-01-06 15:30:00,25810.0,25837.75,25807.75,25813.5,29961
2026-01-06 16:00:00,25813.5,25826.75,25809.75,25822.75,8443
2026-01-06 16:30:00,25822.75,25833.0,25818.5,25831.25,1960
2026-01-06 18:00:00,25831.25,25844.75,25820.0,25825.25,2313
2026-01-06 18:30:00,25825.0,25831.0,25815.5,25824.75,1568
2026-01-06 19:00:00,25825.25,25842.25,25820.75,25831.5,2562
2026-01-06 19:30:00,25831.5,25838.75,25819.0,25829.5,1818
2026-01-06 20:00:00,25828.75,25835.0,25812.0,25815.5,1928
2026-01-06 20:30:00,25815.75,25829.75,25811.5,25817.5,1764
2026-01-06 21:00:00,25815.75,25832.75,25808.5,25809.25,1688
2026-01-06 21:30:00,25808.5,25813.0,25801.75,25806.25,1253
2026-01-06 22:00:00,25807.25,25822.0,25806.0,25816.5,1335
2026-01-06 22:30:00,25817.25,25819.75,25796.75,25799.5,1376
2026-01-06 23:00:00,25800.0,25804.0,25781.25,25781.75,1928
2026-01-06 23:30:00,25781.5,25794.75,25780.5,25785.75,1170
2026-01-07 00:00:00,25785.75,25790.0,25775.5,25784.5,1197
2026-01-07 00:30:00,25785.0,25794.25,25779.0,25783.5,1098
2026-01-07 01:00:00,25782.75,25799.75,25782.75,25785.5,1343
2026-01-07 01:30:00,25785.5,25792.75,25768.25,25769.25,1493
2026-01-07 02:00:00,25768.75,25779.5,25764.75,25776.0,1274
2026-01-07 02:30:00,25775.0,25776.25,25765.0,25766.5,913
2026-01-07 03:00:00,25766.0,25788.0,25759.5,25770.25,2491
2026-01-07 03:30:00,25770.75,25775.75,25753.5,25753.75,2090
2026-01-07 04:00:00,25753.75,25758.75,25727.0,25744.25,4514
2026-01-07 04:30:00,25744.25,25757.75,25740.25,25753.0,1981
2026-01-07 05:00:00,25752.5,25762.0,25734.25,25735.25,1806
2026-01-07 05:30:00,25735.25,25741.5,25727.75,25739.5,1464
2026-01-07 06:00:00,25740.25,25749.75,25732.0,25742.0,1498
2026-01-07 06:30:00,25742.25,25768.5,25740.5,25768.0,2498
2026-01-07 07:00:00,25768.0,25782.25,25762.5,25774.5,2565
2026-01-07 07:30:00,25774.0,25778.0,25753.0,25766.25,2868
2026-01-07 08:00:00,25765.0,25776.0,25755.25,25775.0,3659
2026-01-07 08:30:00,25775.75,25793.75,25766.0,25788.75,6198
2026-01-07 09:00:00,25788.25,25791.25,25761.5,25790.25,8875
